Subject,Title,Author,ISBN,Summary
Cooking,"OverEten, OverLeven",Anita Aange-Koomen,9492389150.0,"Vergeet dieet. Versla verslaving. Niet opgeven, maar opleven. Als er een pil zou bestaan, zonder bijwerkingen, waardoor je gegarandeerd gelukkig zou worden, zou je hem kopen? Waarschijnlijk wel, want «gelukkig zijn» is het hoogste doel van ieder mens; daar hebben we alles voor over. Nou, die pil bestaat. Hij heeft geen vervelende bijverschijnselen, hij is gratis en je hebt «niet goed, geld terug» garantie. Het is niet eens zo'n dikke pil, je hebt hem nu in je handen, maar hij werkt alleen als je er elke dag een paar pagina's van inneemt. In dit boek geen hongerdiëten en martelsporten. Eten is een feest en het leven is leuk. Als je gezond, slank, fit en gelukkig wilt worden, dan is de beste manier: langzaam maar zeker je gewoontes veranderen. Twaalf 7-gangen-diners vol informatie nodigen uit om elke maand een stap vooruit te maken, met plezier, gewoon doorgaan, ook nadat je je doel hebt bereikt. Zo kan iedereen het. Dat is goed nieuws. Voel je je al gelijk een beetje gelukkiger? Natuurlijk. Het werkt nu al. En je hebt de pil nog niet eens gekocht."
Cooking,Desde harina de grillo,Annamaria Filomena Ambrosio,9581205845.0,"La incorporación de harina de grillo, como ingrediente en la cocina, trae diversos benefi-cios nutricionales y ambientales. Este ingrediente innovador se valora especialmente por su notorio contenido de proteínas y aminoácidos esenciales; además, su producción tiene un impacto ambiental mínimo, por lo que se considera una fuente proteica sostenible. Los desafíos ambientales que se viven en la actualidad y las proyecciones de crecimiento de la población plantean diversas problemáticas y, a su vez, impulsan la creación de estrategias innovadoras y disruptivas orientadas a mitigar las consecuencias negativas de un sistema de producción de alimentos no sostenible. Por tales razones, en este libro se plantea la utilización de la harina de grillo en la cocina de Cundinamarca, un departamento de Colombia, ubicado en el centro del país, en la región andina, que se caracteriza por su biodiversidad y condiciones ambientales que favorecen la actividad agrícola. En efecto, en las regiones con climas cálidos de este departamento se encuentra la especie de grillo Gryllodes sigillatus (Walker) con base en la cual en la actualidad se está produciendo harina para uso alimentario, un ingrediente versátil que puede ser incluido en diversas preparaciones gastronómicas. El presente libro cuenta con un amplio recetario en el que el lector descubrirá cómo la harina de grillo puede aportar al desarrollo de una alimentación saludable y sostenible."
Cooking,The Easy Keto Vegan for Beginners,Maria Newton,3748754361.0,"This book is your complete guide to the ketogenic vegetarian diet. Are you looking for a diet that is proven safe and effective? Do you want to uphold the vegan principles of compassion for and nonviolence against animals, protecting the planet and sustaining human life while losing weight naturally and sustainably? Do you want to lower your risk of developing chronic diseases like heart disease, obesity, and type 2 diabetes? Do you want to have more energy everyday while improving your brain function? Do you want to still enjoy delicious meals while improving your overall health and wellness? I am assuming that you answered yes to all of these questions. If that is the case then the keto vegan diet is definitely the right choice for you. You have nothing to lose except for the unwanted pounds by giving this diet a try. It is time to finally take control of your overall health and wellness in addition to helping protect the environment and animal life. The vegan keto diet gives you that power. There is nothing stopping you from living a full, healthy and happy life anymore! The vegan keto diet will allow you to take your life, health and happiness to the next level. Would you like to know more? Scroll up and click BUY NOW to grab your copy today!"
Cooking,300 Chicken Recipes,NISHANT BAXI,3752944110.0,"300 Mouthwatering Chicken Recipes, Sure to please your tastebuds! Chicken is one of America's favorite foods and many different dishes can be created with Chicken! With collection of Chicken Recipes your sure to find something everyone in your family will like! You'll find recipes in here for Casseroles, Enchiladas, Appetizers, Pot Pies, and more! I've put together a small sample of just some of the recipes you'll find in this ebook."
Cooking,Lukullische Hochgenüsse aus dem Tontopf,Peter Lehman,3748723768.0,"Das ideale Kochbuch für die Weihnachtszeit und weitere Feste im familiären Rahmen. Ein gutes Gelingen ist bei der Rezeptauswahl nahezu garantiert - ein bißchen Talent natürlich vorausgesetzt! Der Tontopf oder auch Römertopf gehört in die Feinschmecker-Küche, wie, nun, wie das Salz in die Suppe. Gourmets schätzen ihn, und das hat seinen ganz realen Grund. Denn endlich wurde hier neu entdeckt, wie die ersten Feinschmecker unserer Kultur, die alten Römer, schon vor über zwei Jahrtausenden Gerichte unübertrefflich köstlich im eigenen Saft schmorten. Warum dünstete und schmorte und briet es in der Küche des ersten Schwelgers und Genießers, des berühmten römischen Feldherrn Lukullus, ausgerechnet in Tonformen? Lukullus kannte schon den eisernen Kochtopf - warum bevorzugte er wie die Feinschmecker unserer Tage das Pendant aus Ton? Er wusste es genau. Seine Gründe überzeugen noch heute: emDer Römertopf ermöglicht das Garen beinahe aller Gerichte mit sehr wenig oder auch ohne Flüssigkeitszugabe. Das bedeutet, dass Saft, Aroma, Nährstoffe, Vitamine und Mineralien der Speisen voll erhalten bleiben, während sonst durch das Weggießen von überschüssigem Kochwasser ein großer Teil dieser für unseren Körper äußerst wertvollen Bestandteile verloren geht. Der Geschmack der Gerichte bleibt voll, natürlich und arteigen erhalten. Im Römertopf können Sie Fleisch, Fisch und Gemüse im eigenen Saft, mit wenig oder völlig ohne Fett garen und er erfüllt aus diesem Grunde ideal die Erfordernisse der modernen Diätetik. Übergewichtige und Schlankheitsbewusste wissen es zu schätzen, wenn man sozusagen unauffällig"" Fett einsparen kann. Wenn Magen"
Education,Sustainable Business,Manuel Fischer,3031253973.0,"This open access book is a compact guide to the development of sustainable business, which has become the central concept in discussions about the future development of humanity and planet earth. It provides basic terminology and concepts on sustainable business and offers insights into a new management paradigm that integrates social and environmental dimensions into business models, strategies, and operations. New business concepts such as the donut economy, the circular economy, social innovation and sustainable leadership are introduced and the book outlines how they influence the way we run businesses today and in the future. This book lays the foundation for new management thinking in business and academia, making it a essential reader for professionals and students alike."
Education,Life Skills and Adolescent Mental Health,Ole Jacob Madsen,1000926583.0,"Can school teach us to master life? This book confronts what the author sees as an ongoing trend in many Western democracies where citizens are increasingly being held accountable for their health and happiness. The author believes that the introduction of life skills in school shows a tendency to place more responsibility on the individual rather than address fundamental societal flaws that really should be solved politically. It examines how such responsibility to psychologically deal with these problems affects our mental health and quality of life. This book questions the fundamentals of the life mastery curriculum where we might be risking the creation of just another arena where children have to perform, challenging readers to evaluate more closely the premises, consequences and limitations of life mastery. The book, one of the first to question life mastery as an achievable goal with critical reviews of the 21st century skills movement, will be of interest to psychologists, school counsellors, teachers, students, politicians, and any reader evaluating school curriculums in relation to the decline in youth and adolescent mental health."
Education,Learning Diversity,Hans Karl Peterlini,3658405481.0,"This Open-Access-book explores diversity in its ambivalence. On the one side, we love to describe diversity as a resource for personal, social, economic, and cultural growth. On the other side, categories of differences often lead to discrimination or serve as justifications for privileges. They can cause exclusion and, conversely, promote the self-constitution of discriminated subjects and groups.The book moves within this tension of exclusion and belonging. Case studies of young ethnicized people vividly depict the interwovenness of identity-building and diversity. Theoretically, the book examines the psychosocial and anthropological conditions for constructing the Other. Sharp divisions between We and the Other, between social and national groups, and between humans and nature have devastating, life-threatening consequences. Dichotomous split-offs divide people, nations and the whole world. So, how do we deal with diversity? The author does not provide simple recipes but engages in a phenomenology of diversity that does not press life and its manifestations into categories but keeps them in a limbo of attention by affirming and doubting differences."
Education,"IIBF's Banking & Finance Year Book | 2023  Comprehensive Digest of Regulatory Changes, Topics on Recent Developments in the BFSI Sector, Extract of Speeches by RBI Officials & Articles",Indian Institute of Banking & Finance,9356226792.0,"The main objective of the book is three-fold, namely:  Keep pace with the changing contours of the banking and financial sector  Be aware of the regulatory changes  Ensure compliance This book also covers the recent developments in the banking & finance sector This Year Book will be a helpful reference book for the banking & finance professionals and executives appearing for promotional exams and interviews. The Present Publication is the 2nd Edition, published exclusively by Taxmann, with the following noteworthy features:  [Comprehensive Digest of Regulatory Changes] covering different verticals of banks  [Covering Topics on Recent Developments] in the Banking, Financial Services, and Insurance Sectors  [Extracts of Speeches] rendered by the senior officials of the Reserve Bank of India (RBI)  [Articles] published in IIBF's Journal  Bank Quest Coverage of this book includes:  Regulatory Changes o Credit o Retail Banking o Digital Banking/Information Technology o International Banking o Treasury/Risk Management o Compliance o Rural Banking, Co-operative Banks, NBFCs and Differentiated Banks o Sustainable Finance  Legal Changes  Economic Changes  Other Developments in BFSI Sector  Important Perspective/Developments in Banking & Finance  Important Articles  Bank Quest  Trends in Banking Sector  A Snapshot  Enhanced Access and Service Excellence (EASE Reforms)  Financial Snippets  Glossary of Banking Terms"
Education,Proceedings of the 4th Vocational Education International Conference (VEIC 2022),Adhi Kusumastuti,2494069475.0,"This is an open access book. The 4th Vocational Education International Conference (VEIC 2022) is an annual and internationally - refereed conference. The main objective of VEIC 2022 is to provide an international platform for researchers, practitioners, stakeholders in the field of vocational education to discuss about the issue and challenges in the field of Technology and Vocational Education. The main theme of VEIC 2022 is Post-pandemic Challenge in Technical and Vocational Education and Training of Higher Education."
Education,Teaching India-Pakistan Relations,Kusha Anand,1800080433.0,"The rivalry between India and Pakistan began on British withdrawal from the British Indian Empire in 1947, and with the sudden partition of India immediately afterwards. It has proven remarkably resilient. While the countries share a long history and have considerable social-cultural affinity, relations since Partition have been marked by three wars, constant border skirmishes and a deep distrust that permeates both societies. In each, teaching about those relations is weighted with political and cultural significance, and research shows that curriculums have been used to shape the mindset of new generations with regard to their neighbouring state. This book explores the attitudes and pedagogical decision-making of teachers in India and Pakistan when teaching India-Pakistan relations. Situating teachers in the context of reformed textbooks and curriculums in both countries that explicitly advocate critical thinking and social cohesion, Kusha Anand explores how far teachers have enacted these changes in their classrooms. Based on data collected from teachers via semi-structured interviews and classroom observations in India and Pakistan she argues that, despite whole-nation policies and texts, teaching of India-Pakistan relations is dependent on the socio-economic status of schools. While there is progress towards the stated goals, teachers in both countries face pressures from the interests of school and state, and often miss opportunities to engage with multiple perspectives and stereotypes in their classrooms."
Education,Enseñanza y promoción del Minibasket,Fco. Javier Giménez Fuentes-Guerra,8419598410.0,"La enseñanza del baloncesto en categorías de formación debe seguir evolucionando en busca de nuevas alternativas que conviertan a este deporte en una actividad que colabore, desde el primer momento, en la formación integral de los/as jóvenes. Los técnicos/as jóvenes que inician su carrera como entrenadores van a encontrar en esta publicación una propuesta global de enseñanza del baloncesto en la fase de iniciación. Para ello, se hace necesario un planteamiento metodológico diferente donde los contenidos más tradicionales (técnica y condición física) se sigan trabajando, pero a los que se sigan sumando nuevos e interesantes contenidos (táctica, reglas, valores, competición, salud, ...) que ayuden a esa educación global y holística tan necesaria en los chicos y chicas que se inician en el deporte."
Education,Taxmann's Direct Tax Laws & International Taxation | 2 Vols. | Paper 7 | DT | A.Y. 2023-24  Perfect balance b/w 'detailed studies' & 'summarised approach' | CA Final | May/Nov. 2023 Exams,CA Ravi Chhawchharia,9356224102.0,"This book provides practical application of Direct Tax Laws & International Tax in a holistic approach while testing the analytical skills of the reader. The crux of this book is to strike a perfect balance between 'detailed studies' and a 'summarised approach'. This book is written with an explanatory & analytical approach. This book will be helpful for the students of CA-Final, CS-Professional, CMA-Final, M.Com/MBA/LL.B./LL.M. & other professional exams. The Present Publication is the 5th Edition & applicable for CA Final | New Syllabus | May/Nov. 2023 Exam. This book is authored by CA Ravi Chhawchharia, with the following noteworthy features:  [Detailed Index] given at the beginning of the book helps the students navigate through the arrangement of sections and other details.  [Provisions] have been elucidated thoroughly yet briefly throughout the book, keeping the technical language intact.  [Judicial Decisions] are covered for the following: o Landmark/Prescribed by ICAI  have been highlighted in Bold + Underlined along-with name of such case laws are mentioned before the facts and decisions of the case o Other Judicial Decisions  where only the point decided (i.e. the ratio of the case) is relevant & students are not expected to remember the names of such cases, are also covered in this book  [Practical Questions along with Updated Solutions] are covered throughout the book in two formats: o [Questions based on a Particular Section] are given below the provisions o [Questions based on more than one Section] are given at the end of the chapter under the 'Practical Questions' segment  [Amended & Updated] The law stated in this book is applicable for A.Y. 2023-24 & covers the latest applicable provisions and amendments applicable for May/Nov. 2023 exams  [Judicial Decisions, Circular & Notifications] are covered  [Past Exam Solved Questions] including the CA-Final | Nov. 2022 paper with solutions is covered Contents of this book are as follows:  Part I  Direct Tax Laws o Basic Concepts of Income Tax Laws and Tax Rates o Residential Status [Section 6] o Incomes which do not form part of Total Income [Section 10(1) to Section 10(50)] o Income from Salaries [Section 15 to 17, Section 10(1) to 10(14), Rule 3] o Income from House Property [Section 22 to Section 27] o Profits and Gains of Business or Profession [Section 28 to Section 44DB] o Capital Gains [Section 45 to Section 55A] o Income from Other Sources [Section 56 to Section 59] o Tax on Conversion of Unaccounted Money [Section 56(2)(x), (viib); Section 94; Section 68 to 69D & Section 115BBE] o Income Computation and Disclosure Standards o Income of other Persons, included in Assessee's Total Income (Clubbing of Income) [Section 60 to Section 65] o Set-off of Losses or Carry Forward and Set-off of Losses [Section 70 to Section 80] o Deduction from Gross Total Income [Chapter VI-A  Section 80C to Section 80U] o Taxation of Co-operative Societies o Deduction for Special Economic Zones [Section 10AA] o Taxation of Film Producers/Distributors o Taxation of Bonds [Circular No. 2/2002, Dated 15.02.2002] o Expenditure on Exempt Income [Section 14A and Rule 8D] o Agriculture Income & its Tax Treatment [Section 2(1A) and Section 10(1)] o Taxation of Political parties & Electoral Trust o Taxation of Charitable/Religious Trusts [Section 11 to Section 13, Section 115BBC, Section 164, 164A, Section 10(23C)] o Taxation of Mutual Concerns [Section 44A and Section 28(iii)] o Minimum Alternate Tax (MAT) [Chapter XII-B (Section 115JB and Section 115JAA)] o Taxation of Firms, LLPs, and AOP/BOI [Section 40(b), Section 10(2A), Section 167B, Section 86] o Alternate Minimum Tax (AMT) [Chapter XII-BA (Section 115JC  Section 115JEE] o Taxation of Buy-Back [Chapter XII-DA (Section 115QA to Section 115QC)] o Tax on Income of Securitisation Trust [Chapter XII-EA  Section 115TCA] o Taxation of Business Trusts (REITs, InvITs) and Investment Funds (AIF) [Chapter XII-FA  Section 115UA and Chapter XII-FB  Section 115UB] o Tonnage Taxation Scheme [Chapter XII-G  Section 115VA to Section 115VZC] o Application vs. Diversion of Income o Assessment Procedures [Section 116, Section 124, Section 127, Section 129, Sections 139 to 154, Section 157A] o Appeals and Revisions [Sections 246A to 255, Sections 206A to 262 & Section 260B, Section 268A, Section 158A & Section 158AA, Sections 263 to 264B] o Survey, Search and Seizure [Section 119A, Sections 131 to 132B, Sections 133 to 135A, Sections 153A to 153D] o Penalties and Prosecution [Chapter XXI  Sections 270A to 275, Chapter XXII  Sections 275A to 280D] o Settlement of Cases [Chapter XIX-A  Sections 245A to 245L, Sections 273AA, 278AB, Chapter XIX-AA  Section 245MA] o Liability in Special Cases [Chapter XV  Section 159 to Section 179] o Assessment of HUF [Section 171] o Assessment of Firms and LLPs [Chapter XVI  Section 184 to Section 189] o Tax Deduction and Collection at Source [Chapters XVII-B and XVII-BB  Sections 192 to 206CB] o Advance Tax [Chapter XVII-C  Section 207 to Section 211, Sections 218-219] o Collection and Recovery of Tax [Section 156 and Chapter XVII-D  Section 220 to Section 231] o Interest [Sections 201(A), 206C(7), Chapter XVII-F  Sections 234A to 234D, Section 244A] o Miscellaneous Topics, STT/CTT and IFSC [Sections 269SS, 269ST, 269SU, 269T, Section 139A, Section 139AA, Sections 281, 281B, 282, 282A, 285BA, 285BB, 288, 293C, 293D, 115BBF, 115BBG] o Tax Planning, Tax Avoidance and Tax Evasion (Including GAAR)  Part II  International Taxation o Tax Incidence in India [Section 6(3), Sections 7 to 9A, Section 115JH, Section 285 and Section 285A] o Taxation of Non-Residents [Section 115A to Section 115AD, Section 115BBA and Chapter XIIA  Sections 115C to 115-I] o Double Taxation Relief (DTAA) [Chapter IX  Sections 90, 90A and 91] o Transfer Pricing [Chapter X  Section 92, Section 92F, Sections 93, 94A, 94B, 114C and Section 286] o Advance Rulings [Chapter XIX-B  Section 245N to Section 245U] o Equalisation Levy [Chapter VIII of Finance Act, 2016 Sections 10(50) and 40(A)(ib)] o Overview of Model Tax Conventions o Application and Interpretation of Tax Treaties o Fundamentals of Base Erosion and Profit Shifting (BEPS)"
Education,El valor del arte,Rebeca Ivonne Ruiz Padilla ,607513638.0,"En su misión institucional, la Universidad Autónoma de Querétaro recalca la necesidad de formar profesionales competitivos, y para lograrlo ha establecido el arte como uno de sus pilares fundamentales. El valor del arte reconoce, en ese sentido, los caminos que éste devela para los jóvenes y sus aportaciones como herramienta pedagógica. Sostiene, de manera específica, que el desarrollo de la creatividad aviva el pensamiento crítico de los estudiantes y desempolva su imaginación. El arte crea una relación genuina entre la expresión artística y su contexto social que motiva a participar en comunidad y a proponer cambios positivos en el entorno. Es, en palabras de René Huyghe, uno de los autores citados en el libro, el medio de un perpetuo intercambio con lo que nos rodea. Por ello, cada capítulo argumenta, a través de distintas voces, la importancia de considerarlo no como un fin en sí mismo, sino como un recurso que tiene injerencia política y utilidad en el ámbito educativo, especialmente en el bachillerato."
Education,Estudios sobre motivación en contextos educativos,Ochoa Angrino Solanlly,6287536748.0,"Los autores de este texto son profesores e investigadores en psicología de diversas universidades colombianas que tienen una amplia trayectoria en estudios sobre motivación y educación en diferentes niveles educativos. En un intento deliberado por promover la relevancia de la obra, en los diferentes capítulos los autores incluyen una reflexión sobre la importancia de la motivación para la práctica educativa; estas reflexiones involucran a los diferentes miembros de las comunidades educativas, estudiantes, profesores, y padres de familia, invitándolos a pensar qué pueden hacer, desde las interacciones educativas concretas, para promover escenarios educativos que promuevan aprendizajes con sentido."
Education,PERANCANGAN PEMBANGKIT LISTRIK TENAGA MIKRO HIDRO,"Dr. Meita Rumbayan, S.T., M.Eng.",6234131778.0,"Puji Syukur kepada Tuhan Yang Maha Kuasa sehingga buku ini bisa diselesaikan dengan baik. Buku ini disusun sebagai luaran penelitian dasar unggulan perguruan tinggi (PDUPT) dengan judul Perancangan Pembangkit Listrik Mikrohidro di Desa Lalumpe Minahasa Untuk Mendukung Program Desa Mandiri Energi dan Kebijakan Green Economy yang dilaksanakan di desa Lalumpe, Kecamatan Kombi, Kabupaten Minahasa, Propinsi Sulawesi Utara. Terima kasih yang sebesar-besarnya kepada Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi (Kemendikbudristek) dan LPPM Universitas Sam Ratulangi yang telah mendukung pelaksanaan penelitian dengan tema green economy dengan fokus Pembangkit Listrik Tenaga Mikrohidro, mengambil studi kasus di Sungai Tulaun desa Lalumpe Minahasa."
Education,The Living Environmental Education,Wei-Ta Fang,981194234.0,"This open access book is designed and written to bridge the gap on the critical issues identified in environmental education programs in Asian countries. The world and its environments are changing rapidly, and the public may have difficulty keeping up and understanding how these changes will affect our way of life. The authors discuss various topics and case studies from an Asian perspective, but the content, messaging, and lessons learned need not be limited to Asian cultures. Each chapter provides a summary of the intensive research that has been performed on pro-environmental behaviors, the experience of people working in industry and at home, and their philosophies that guide them in their daily lives. We highlight humanitys potential to contribute to Sustainable Development Goals (SDGs) by understanding better the environmental psychology, social inclusion, and environmental sustainability and stewardship protection elements that contribute to responsible environmental citizenship. The content of the chapters in this book includes a discussion of the crucial issues, plans, and evaluations for sustainability theories, practices, and actions with a proposed management structure for maximizing the cultural, social, and ecological diversity of Asian experiences compared to other theories and cultures internationally. We intend that the data in this book will provide a comprehensive guide for students, professors, practitioners, and entrepreneurs of environmental education and its related disciplines using case studies that demonstrate the relationship between the social and behavioral sciences and environmental leadership and sustainability."
Education,Towards a Global Core Value System in Doctoral Education,Maresi Nerad,1800080182.0,"Recent decades have seen an explosion in doctoral education worldwide. Increased potential for diverse employment has generated greater interest, with cultural, political and environmental tensions focusing the attention of new creative, responsible scholars. Towards a Global Core Value System in Doctoral Education provides an evaluation of changes and reforms in doctoral education since 2000. Recognising the diversity of academic cultures and institutional systems worldwide, the book advocates for a core value system to overcome inequalities in access to doctoral education and the provision of knowledge. Building on in-depth perspectives of scholars and young researchers from more than 25 countries, the chapters focus on the structures and quality assurance models of doctoral education, supervision, and funding from an institutional and comparative perspective. The book examines capacity building in the era of globalisation, global labour market developments for doctoral graduates, and explores the ethical challenges and political contestations that may manifest in the process of pursuing a PhD. Experts and early career researchers in the Global North and South collaborated in interdisciplinary and intergenerational teams to develop guidelines for doctoral education. They learned from each other about how to act courageously within a complex global context. The resulting recommendations and reflections are an invitation to reflect on the frames and conditions of doctoral education today."
Education,Algorithmen und Autonomie,Dan Verständig,3847417207.0,"Wir leben in einer Welt der algorithmischen Sortierung und Entscheidungsfindung. Mathematische Modelle kuratieren unsere sozialen Beziehungen, beeinflussen unsere Wahlen und entscheiden sogar darüber, ob wir ins Gefängnis gehen sollten oder nicht. Aber wie viel wissen wir wirklich über Code, algorithmische Strukturen und deren Wirkweisen? Der Band wendet sich den Fragen der Autonomie im digitalen Zeitalter aus einer interdisziplinären Perspektive zu, indem er Beiträge aus Philosophie, Erziehungs- und Kulturwissenschaft mit der Informatik verbindet."
Education,DINAMIKA KEJAHATAN DAN PENCEGAHANNYA,"Dr. Kasmanto Rinaldi, S.H., M.Si.",6234131158.0,"Puji syukur selalu kami panjatkan ke hadirat Allah Swt. yang telah memberikan semua nikmat-Nya sehingga penulis berhasil menyelesaikan buku yang berjudul Dinamika Kejahatan dan Pencegahannya: Potret Beberapa Kasus Kejahatan di Provinsi Riau ini dengan tepat waktu tanpa adanya kendala yang berarti. Keberhasilan penyusunan buku ini tentunya bukan atas usaha penulis saja, tetapi ada banyak pihak yang turut membantu dan memberikan dukungan untuk suksesnya penulisan buku ini. Untuk itu, penulis mengucapkan terima kasih yang sebesar-besarnya kepada semua pihak yang telah memberikan dukungan, baik secara morel ataupun materiel sehingga buku ini berhasil disusun. Buku yang ada di hadapan pembaca ini tentu tidak luput dari kekurangan. Selalu ada celah untuk perbaikan. Oleh karena itu, kritik, saran, serta masukan dari pembaca sangat kami harapan. Untuk itu, kami sangat terbuka supaya buku ini semakin sempurna dan lengkap."
Education,Internacionalização da educação superior: práticas e reflexões do Brasil e da Austrália,Carla Camargo Cassol,6556232084.0,"O Centro de Internacionalização da Educação Brasil-Austrália, fruto da união de esforços entre a PUCRS e a Embaixada da Austrália no Brasil, tem como objetivo se tornar um polo de internacionalização da educação para a América Latina. Desde a sua inauguração em julho de 2020, o Centro promove ativamente o desenvolvimento de pesquisas sobre internacionalização da educação, fomenta atividades de cooperação entre universidades e fornece uma plataforma de rede aberta para pesquisadores da Austrália e da América Latina se conhecerem e conhecerem melhor o trabalho uns dos outros. Além disso, visa fomentar acordos de colaboração entre universidades brasileiras e australianas, agências de fomento, parques tecnológicos e pesquisadores."
Education,Taxmann's Indirect Tax Laws (Paper 8 | IDT)  Most updated & amended textbook in simple/concise language covering subject matter in tabular format | CA Final | Nov 2022 Exam,CMA V.S. Datey,9393656312.0,"This book provides practical application of GST and Customs Tax in a holistic approach while testing the analytical skills of the reader. It is prepared exclusively for the Final Level of Chartered Accountancy Examination requirement. It covers the entire revised, new syllabus as per ICAI. The Present Publication is the 2nd Edition & updated till 30th April 2022 for CA-Final | New Syllabus | Nov. 2022/May 2023 Exams. This book is authored by CA (Dr.) Mahesh Gour & CA (Dr.) K.M. Bansal, under the guidance of CMA V.S. Datey. This book incorporates the following noteworthy features:  Strictly as per the New Syllabus of ICAI  This book is divided into two parts: o Goods & Services Tax | 75 Marks o Customs & Foreign Trade Policy (FTP) | 25 Marks  [Simple & Concise Language] for easy understanding  [Tabular Presentation] for easy learning  [Explanatory & Analytical Approach] to enable students to obtain knowledge in the subject with ease  Coverage of this book includes: o All Past Exam Questions, including § CA Final December 2021 (New Syllabus) § CA Final May 2022 (New Syllabus) o Questions from RTPs and MTPs of ICAI  [Most Updated & Amended] This book is updated & amended up to 30th April 2022, and the amendments are incorporated at the relevant places  [Student-Oriented Book] The authors have developed this book, keeping in mind the following factors: o Interaction of the authors with their students, with specific emphasis on difficulties faced by students in the examinations o Shaped by the authors' experience of teaching the subject matter at different levels o Reactions and responses of students have also been incorporated at different places in the book Contents of this book are as follows:  Goods and Services Tax o GST in India  An Introduction o Supply under GST o Charges of GST o Exemptions of GST o Place of Supply o Time of Supply o Value of Supply o Input Tax Credit o Registration o Tax Invoice, Credit/Debit Notes o Accounts and Records & E-Way Bill o Payment of Tax o Returns o Import and Export under GST o Refund under GST o Job Work o Assessment and Audit o Inspection, Search, Seizure and Arrest o Demands and Recovery o Liability to Pay in Certain Cases o Offences and Penalties o Appeals and Revision o Advance Ruling o Miscellaneous Provisions  Customs & Foreign Trade Policy o Levy of Exemptions from Customs Duty o Types of Duty o Classification of Imported and Exported Goods o Valuation under the Customs Act, 1962 o Importation, Exportation and Transportation of Goods o Warehousing o Duty Drawback o Refund o Foreign Trade Policy"
Education,"Taxmann's Financial Accounting  Essential book for self-study to get conceptual understanding of accounting, the accounting process and preparation of final accounts using computers | B.Com.", M.N. Arora,935622336.0,"This is a focused book on Financial Accounting for B.Com. students to possess knowledge of the concepts and practices. It also provides exam-oriented problems and solutions. The Present Publication is the Reprint 2022 Edition, authored by CMA M.N. Arora, Dr K.V. Achalapathi, and Dr S. Brinda. The noteworthy features of this book are as follows:  [Student-friendly, Systematic & Intelligible] The subject matter is presented in a student-friendly, systematic & intelligible manner with a focus on the concept and practices of Financial Accounting  [Discussions with Numerical Examples] Every discussion involving a conceptual difficulty is immediately followed by a numerical example  [Charts & Diagrams] have been included in this book to bring to light the finer points of the subject and to make it understandable  [Computerized Accounting] includes solved problems for the benefit of the student  [Theoretical & Numerical Questions] from various examinations have been included in this book  [Objective Type Questions] have been given to serve as self-test by students The contents of the book are as follows:  Financial Accounting o Introduction to Accounting o Accounting Principles  Concepts and Conventions o Journal, Ledger and Trial Balance o Subsidiary Books o Bank Reconciliation Statement o Rectification of Errors o Final Accounts (Financial Statements) o Consignment Accounts o Joint Venture Accounts o Depreciation, Provisions and Reserves  Computerised Accounting o Computer Accounting Lab Practice on Tally"
Education,Emerging Epistemologies,Ziauddin Sardar,1565640128.0,"Our established, age-old notions of knowledge have ceased to be meaningful in postnormal times. What we define as true knowledge, and the ways in which we create it, have changed radically. The emergence of Big Data and Artificial Intelligence, as well as fake news, alternative facts, deep fake, and post-truth have changed the nature of knowledge production. Established disciplines, such as economics, sociology, anthropology, political science, have lost their significance. Revengeful capitalism, based on profit-driven algorithms, has not only led to environmental destruction, but has also ruined our understanding of what actually constitutes knowledge. In an era that defines societies by questions of knowledge, it becomes necessary and urgent to ask: how is knowledge produced, how is it distributed, and who decides what is true knowledge and what is not? Emerging Epistemologies explores the changing nature of knowledge production and investigates how emerging epistemologies are transforming our perceptions of the pres - ent and the future. The contributors to the volume examine digital landscapes, zombie disciplines, higher education, the role of metaphysics, and epistemological justice; and argue that epistemology does not exist in a vacuum but is determined and embedded in the worldview and culture of society. The chaos and contradiction that accompanies our increasingly complex world requires us to see through the smog of ignorance, and seek new ways of thinking and creating knowledge that promotes sustainability, diversity, social justice and appreciates different ways of knowing, being, and doing."
Education,Teori dan Aplikasi Psikologi Umum,Elce Purwandari,6235722214.0,"Psikologi adalah ilmu pengetahuan yang mempelajari semua tinhgkah laku dan perbuatan aindividu, dalam mana individu individu tersebut tidak dapat dilepaskan dari lingkungannya. Psikologi umum ialah psikologi yang menyelidiki dan mempelajari kegiatan-kegiatan atau aktivitas-aktivitas psikis manusia pada umumnya yang dewasa, normal dan yang beradab (berkultur). Perhatian pada psikologi yang terutama tertuju pada masalah bagaimana tiap-tiap individu dipengaruhi dan dibimbing oleh maksud-maksud pribadi yang mereka hubungkan kepada pengalaman-pengalaman mereka sendiri. Pengamatan biasanya dilakukan oleh orang-orang yang cerdas. terjadi terhadap suatu proses dengan maksud merasakan dan memahami pengetahuan dari sebuah fenomena berdasarkan pengetahuan."
